timestamp,direction,entry,sl,tp1,tp2,sl_dist,label_tp1,label_tp2,label,bars_to_close,score_base,score_bonus,valid_signal,is_pullback,f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,hour,dow,atn_h1,atr_h4,adx_h1,adx_h4,rsi_h1,ctx_score,d1_dist_pct,adn_phase,f34,f35
2022-02-22 06:15:00,BUY,1909.692,1901.7909,1921.54365,1929.44475,7.9011,0,0,0,9,3,3,1,0,0.6628437481614335,0.7131953681357709,0.7759899364969722,0.2257298171931973,0.2727964122519906,0.1401729616334587,0.2806005057378706,0.0009474859163086,0.0022985378605575,0.0046109520225785,5.431789756127087,0.3103380539233044,1.3921130333366842,0.9024366665194404,0.3972410412902269,0.7877814101088942,8.27194140567274,4.06070081928687,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1.02336,1.0,0.0,0.5,0.4285714285714285,0.75,0.0,0.0,0.0,0.0,0.0,0.4122124470305423,6,1,4.389499364006094,8.805498189906764,22.572981719319728,28.060050573787063,66.28437481614336,1.02336,5.431789756127087,3,0.5,0.5
2022-02-22 06:30:00,BUY,1908.837,1900.9359,1920.68865,1928.58975,7.9011,0,0,0,9,3,3,1,0,0.6628437481614335,0.4945780314350296,0.6766459987822165,0.2257298171931973,0.2727964122519906,0.1401729616334587,0.2806005057378706,0.0009503274046048,0.0022995674140871,0.0046130173450651,5.384586238365327,0.2755271653326649,1.3921130333366842,0.9024366665194404,0.3972410412902269,0.7877814101088942,8.174842981306465,3.963602394920597,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1.02336,1.0,0.0,0.5,0.4285714285714285,0.75,0.0,0.0,0.0,0.0,0.0,0.4132635549480745,6,1,4.389499364006094,8.805498189906764,22.572981719319728,28.060050573787063,66.28437481614336,1.02336,5.384586238365327,3,0.0,0.0
2022-02-22 06:45:00,BUY,1909.896,1901.9949,1921.74765,1929.64875,7.9011,0,0,0,7,3,3,1,0,0.6628437481614335,0.4717732075689033,0.5598488690465679,0.2257298171931973,0.2727964122519906,0.1401729616334587,0.2806005057378706,0.0009465833837589,0.0022982923489047,0.0046104595171161,5.443052349838662,0.3186438097975601,1.3921130333366842,0.9024366665194404,0.3972410412902269,0.7877814101088942,8.2951087490303,4.08386816264443,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1.02336,1.0,0.0,0.5,0.4285714285714285,0.75,0.0,0.0,0.0,0.0,0.0,0.4118637839935481,6,1,4.389499364006094,8.805498189906764,22.572981719319728,28.060050573787063,66.28437481614336,1.02336,5.443052349838662,3,0.0,0.0
2022-02-22 07:00:00,BUY,1911.159,1903.2579,1923.01065,1930.91175,7.9011,0,0,0,6,4,3,1,0,0.6628437481614335,0.5408890082358778,0.5024134157466036,0.2257298171931973,0.2727964122519906,0.1401729616334587,0.2806005057378706,0.0009598284017334,0.002296773509689,0.0046074126694336,5.512781055023583,0.3700662101367201,1.3921130333366842,0.9024366665194404,0.3972410412902269,0.7877814101088942,8.438541860111721,4.227301273725852,0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,1.02336,1.0,0.0,0.6666666666666666,0.4285714285714285,0.75,0.0,0.0,0.0,0.0,0.0,0.4179029396959383,7,1,4.389499364006094,8.805498189906764,22.572981719319728,28.060050573787063,66.28437481614336,1.02336,5.512781055023583,3,0.0,0.0
2022-02-22 07:15:00,BUY,1912.167,1904.04778,1924.34583,1932.46505,8.11922,0,0,0,4,3,3,1,0,0.6287202374263382,0.7031567517478028,0.5719396558508614,0.236535309555356,0.2799660825472815,0.1266638640761799,0.2806005057378706,0.0010038349515635,0.0023589351666776,0.0046049838690355,5.568431518069015,0.3860777623321407,1.348577347995651,0.9349755009878064,0.3972410412902269,0.7877814101088942,8.553015791996145,4.341775205610276,0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,0.984984,1.0,0.0,0.5,0.4285714285714285,0.75,1.0,0.0,1.0,0.0,0.0,0.42554579944425,7,1,4.510677980862803,8.805498189906764,23.653530955535608,28.060050573787063,62.87202374263382,0.984984,5.568431518069015,3,0.0,0.0
2022-02-22 07:30:00,BUY,1911.322,1903.20278,1923.50083,1931.62005,8.11922,0,0,0,4,3,3,1,0,0.6287202374263382,0.7199771721677832,0.6546743107171547,0.236535309555356,0.2799660825472815,0.1266638640761799,0.2806005057378706,0.0009933476441116,0.0023599780575227,0.0046070197433515,5.521780088234293,0.3516358295751681,1.348577347995651,0.9349755009878064,0.3972410412902269,0.7877814101088942,8.457053021716026,4.245812435330157,0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,0.984984,1.0,0.0,0.5,0.4285714285714285,0.75,1.0,0.0,1.0,0.0,0.0,0.4209139321126279,7,1,4.510677980862803,8.805498189906764,23.653530955535608,28.060050573787063,62.87202374263382,0.984984,5.521780088234293,3,0.0,0.0
2022-02-22 07:45:00,BUY,1908.568,1900.44878,1920.74683,1928.86605,8.11922,0,0,0,4,3,3,1,0,0.6287202374263382,0.5422894982213589,0.655141140712315,0.236535309555356,0.2799660825472815,0.1266638640761799,0.2806005057378706,0.0010865249187536,0.0023633834271875,0.0046136675192616,5.369735073128002,0.2393836605660601,1.348577347995651,0.9349755009878064,0.3972410412902269,0.7877814101088942,8.14429388638889,3.93305330000302,0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,0.984984,1.0,0.0,0.5,0.4285714285714285,0.75,1.0,0.0,1.0,0.0,0.0,0.4597328161032914,7,1,4.510677980862803,8.805498189906764,23.653530955535608,28.060050573787063,62.87202374263382,0.984984,5.369735073128002,3,0.0,0.0
2022-02-22 08:00:00,BUY,1910.605,1902.48578,1922.78383,1930.90305,8.11922,0,0,0,2,3,3,1,0,0.6287202374263382,0.4729758980887241,0.5784141894926221,0.236535309555356,0.2799660825472815,0.1266638640761799,0.2806005057378706,0.0011807848069352,0.0023608636954579,0.0046087486371605,5.482195383865667,0.3224111363364177,1.348577347995651,0.9349755009878064,0.3972410412902269,0.7877814101088942,8.375626623738713,4.164386037352842,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.984984,1.0,0.0,0.5,0.4285714285714285,0.75,1.0,0.0,1.0,0.0,0.0,0.50014950416035,8,1,4.510677980862803,8.805498189906764,23.653530955535608,28.060050573787063,62.87202374263382,0.984984,5.482195383865667,3,0.0,0.0
2022-02-24 08:15:00,BUY,1940.182,1928.52268,1957.67098,1969.3303,11.65932,1,1,1,8,2,3,0,0,0.882621419325283,0.6442178695135619,0.5969324119529908,0.3825674116906467,0.3876593856171664,0.0562731349799158,0.2319682066802851,0.0024499230522535,0.003338553203233,0.0062629544698881,7.001255617112534,0.3653953864909274,2.0452030485059445,1.3472129950480118,0.3589679017621481,0.763710941365162,7.754233008289771,4.130848654172486,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,1.012782,1.0,0.0,0.3333333333333333,0.4285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.7338277699162538,8,3,6.477400830958508,12.151271529302722,38.25674116906467,23.196820668028508,88.26214193252831,1.012782,7.001255617112534,4,0.0,0.0
2022-02-24 08:30:00,BUY,1941.795,1930.13568,1959.28398,1970.9433,11.65932,1,1,1,7,2,3,0,0,0.882621419325283,0.4884178516472071,0.5696984719002441,0.3825674116906467,0.3876593856171664,0.0562731349799158,0.2319682066802851,0.0023928101832058,0.0033357799515165,0.0062577519919952,7.090212748613809,0.3918318639048801,2.0452030485059445,1.3472129950480118,0.3589679017621481,0.763710941365162,7.886976318001048,4.263591963883763,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,1.012782,1.0,0.0,0.3333333333333333,0.4285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.7173165549329859,8,3,6.477400830958508,12.151271529302722,38.25674116906467,23.196820668028508,88.26214193252831,1.012782,7.090212748613809,4,0.11111111,0.2
2022-02-24 08:45:00,BUY,1944.88,1933.22068,1962.36898,1974.0283,11.65932,1,1,1,8,2,3,0,0,0.882621419325283,0.5618432595688876,0.5648263269098854,0.3825674116906467,0.3876593856171664,0.0562731349799158,0.2319682066802851,0.0023764782052683,0.0033304886835975,0.0062478258449346,7.260350845750469,0.4423938805335486,2.0452030485059445,1.3472129950480118,0.3589679017621481,0.763710941365162,8.140859213512071,4.517474859394786,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,1.012782,1.0,0.0,0.3333333333333333,0.4285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.7135524034672518,8,3,6.477400830958508,12.151271529302722,38.25674116906467,23.196820668028508,88.26214193252831,1.012782,7.260350845750469,4,0.2,0.4
2022-02-24 09:00:00,BUY,1943.583,1931.92368,1961.07198,1972.7313,11.65932,1,1,1,5,2,3,0,0,0.882621419325283,0.673311495531304,0.5745242022491328,0.3825674116906467,0.3876593856171664,0.0562731349799158,0.2319682066802851,0.0024056286072169,0.0033327111993442,0.0062519951704128,7.18882114980679,0.4211365270271033,2.0452030485059445,1.3472129950480118,0.3589679017621481,0.763710941365162,8.034121412708895,4.41073705859161,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,1.012782,1.0,0.0,0.3333333333333333,0.4285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.7218233032969968,9,3,6.477400830958508,12.151271529302722,38.25674116906467,23.196820668028508,88.26214193252831,1.012782,7.18882114980679,4,0.27272728,0.6
2022-02-24 09:15:00,BUY,1944.499,1931.88406,1963.42141,1976.03635,12.61494,1,0,1,22,3,3,1,0,0.9052784344634128,0.7175386486968917,0.6508978012656944,0.4117638247425184,0.4145627680906276,0.0482952554718437,0.2319682066802851,0.0023902229259092,0.0036041678455996,0.0062490500274345,7.239338652878806,0.3657874918654055,2.00242222175789,1.4147841520296778,0.3589679017621481,0.763710941365162,8.109504470176669,4.486120116059383,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0.943,1.0,0.0,0.5,0.4285714285714285,1.0,0.0,0.0,0.0,1.0,0.0,0.6631830225349741,9,3,7.008300771604334,12.151271529302722,41.176382474251845,23.196820668028508,90.52784344634128,0.943,7.239338652878806,4,0.33333334,0.8
2022-02-24 09:30:00,BUY,1947.799,1935.18406,1966.72141,1979.33635,12.61494,1,0,1,20,3,3,1,0,0.9052784344634128,0.7252413819650859,0.7053638420644271,0.4117638247425184,0.4145627680906276,0.0482952554718437,0.2319682066802851,0.0024264097637419,0.0035980615923926,0.0062384627619669,7.421334024208128,0.4165770950764526,2.00242222175789,1.4147841520296778,0.3589679017621481,0.763710941365162,8.381080987254903,4.757696633137618,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0.943,1.0,0.0,0.5,0.4285714285714285,1.0,0.0,0.0,0.0,1.0,0.0,0.6743658220097972,9,3,7.008300771604334,12.151271529302722,41.176382474251845,23.196820668028508,90.52784344634128,0.943,7.421334024208128,4,0.3846154,1.0
2022-02-24 09:45:00,BUY,1953.237,1940.62206,1972.15941,1984.77435,12.61494,1,0,1,19,3,3,1,0,0.9052784344634128,0.8202570580895393,0.7543456962505054,0.4117638247425184,0.4145627680906276,0.0482952554718437,0.2319682066802851,0.002496846467402,0.0035880442422505,0.0062210942805693,7.72124033611385,0.5002722048527202,2.00242222175789,1.4147841520296778,0.3589679017621481,0.763710941365162,8.828606169034144,5.205221814916857,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0.943,1.0,0.0,0.5,0.4285714285714285,1.0,0.0,0.0,0.0,1.0,0.0,0.6958795094119674,9,3,7.008300771604334,12.151271529302722,41.176382474251845,23.196820668028508,90.52784344634128,0.943,7.72124033611385,4,0.42857143,1.0
2022-02-24 10:00:00,BUY,1960.554,1947.93906,1979.47641,1992.09135,12.61494,0,0,0,18,3,3,1,0,0.9052784344634128,0.926299894604972,0.8239327782198655,0.4117638247425184,0.4145627680906276,0.0482952554718437,0.2319682066802851,0.0026045162943313,0.0035746532722897,0.0061978764825128,8.124773709452235,0.6128866068815798,2.00242222175789,1.4147841520296778,0.3589679017621481,0.763710941365162,9.43076537371944,5.807381019602154,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419,0.943,1.0,0.0,0.5,0.4285714285714285,1.0,0.0,0.0,0.0,1.0,0.0,0.7286066914935837,10,3,7.008300771604334,12.151271529302722,41.176382474251845,23.196820668028508,90.52784344634128,0.943,8.124773709452235,4,0.46666667,1.0
2022-02-24 10:15:00,BUY,1968.663,1954.18201,1990.38448,2004.86547,14.48099,0,0,0,8,3,3,1,0,0.9372764594054918,0.925193482253726,0.8905834783160789,0.4437022491281096,0.5146851965118522,0.0390667078508764,0.2319682066802851,0.0028730097861887,0.0040865265277137,0.0061723471865405,8.571985971909653,0.5741518589684906,2.161507287239009,1.566467143051667,0.3589679017621481,0.763710941365162,10.0,6.47471858838622,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0156109999999998,1.0,0.0,0.5,0.4285714285714285,1.0,0.0,0.0,0.0,1.0,0.0,0.7030444477351832,10,3,8.044993573632592,12.151271529302722,44.37022491281096,23.196820668028508,93.72764594054918,1.0156109999999998,8.571985971909653,4,0.4375,0.8
