timestamp,direction,entry,sl,tp1,tp2,label,label_tp2,f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35
2022-03-04 16:45:00,BUY,1962.749,1950.663,1980.877,1992.963,1,1,0.72005451,0.94244492,0.9242751,0.31151098,0.24819079,0.12725192,0.31700262,0.00265619,0.00343778,0.00696407,7.67944241,0.64350259,1.32902634,1.02357364,0.27454823,0.40677762,6.79380035,3.25248933,-0.86602539,-0.5,-0.9749279,-0.22252093,1.25439596,1.0,0.0,0.5,0.5714286,0.75,0.0,0.0,0.0,0.0,0.0,0.77264595,0.0,0.0
2022-03-07 02:00:00,BUY,1998.074,1982.884,2025.415,2047.44,0,0,0.87724203,0.7786774,0.71941745,0.57973385,0.37305894,0.03510211,0.46967,0.00284066,0.00439244,0.00619114,9.41025066,0.12359136,2.1597836,1.2535696,0.38649902,0.7529375,10.0,5.92535162,0.5,0.86602539,0.7818315,0.6234898,1.17799997,1.0,0.0,0.5,0.42857143,1.0,0.0,0.0,0.0,1.0,0.0,0.64671606,0.33333334,0.33333334
2022-03-07 07:45:00,BUY,1990.663,1976.189,2012.374,2026.848,0,0,0.65692943,0.80774122,0.69531554,0.4824678,0.20650518,0.23044856,0.51827067,0.00198512,0.00396286,0.00647835,9.00884151,-0.38697743,1.47529793,1.03284824,0.40068647,0.82647932,9.03319454,4.91079807,0.96592581,-0.25881904,0.7818315,0.6234898,0.98952001,1.0,0.0,0.66666669,0.71428573,0.75,0.0,0.0,1.0,0.0,1.0,0.50093263,0.25,0.25
2022-03-07 21:00:00,BUY,1996.857,1977.476,2025.929,2045.311,1,1,0.63188249,0.58912385,0.62066638,0.24034253,0.26009867,0.13094589,0.49224487,0.00208481,0.00588768,0.00806095,9.3443346,-0.44986984,0.51143324,1.19169188,0.35449585,0.73467791,7.33980942,3.74340081,-0.70710677,0.70710677,0.7818315,0.6234898,1.23454404,1.0,0.0,0.66666669,0.42857143,0.75,0.0,0.0,1.0,0.0,1.0,0.35409731,0.2,0.2
2022-03-07 21:15:00,BUY,1998.108,1978.296,2027.826,2047.639,1,1,0.63188249,0.7610119,0.66311038,0.24034253,0.26009867,0.13094589,0.49224487,0.0021322,0.00588399,0.00805591,9.41209221,-0.35744947,0.51143324,1.19169188,0.35449585,0.73467791,7.41752815,3.82111907,-0.70710677,0.70710677,0.7818315,0.6234898,1.23454404,1.0,0.0,0.66666669,0.42857143,0.75,0.0,0.0,1.0,0.0,1.0,0.3623721,0.2,0.2
2022-03-07 21:30:00,BUY,1998.316,1978.419,2028.162,2048.059,1,1,0.63188249,0.75316989,0.7011019,0.24034253,0.26009867,0.13094589,0.49224487,0.00196662,0.00588338,0.00805507,9.42335701,-0.34208301,0.51143324,1.19169188,0.35449585,0.73467791,7.43044996,3.83404112,-0.70710677,0.70710677,0.7818315,0.6234898,1.23454404,1.0,0.0,0.66666669,0.42857143,0.75,0.0,0.0,1.0,0.0,1.0,0.33426693,0.2,0.2
2022-03-07 21:45:00,BUY,1996.46,1976.563,2026.306,2046.203,1,1,0.63188249,0.69970375,0.73796183,0.24034253,0.26009867,0.13094589,0.49224487,0.00184995,0.00588885,0.00806256,9.32283211,-0.47919908,0.51143324,1.19169188,0.35449585,0.73467791,7.31514597,3.71873713,-0.70710677,0.70710677,0.7818315,0.6234898,1.23454404,1.0,0.0,0.66666669,0.42857143,0.75,0.0,0.0,1.0,0.0,1.0,0.31414494,0.2,0.2
2022-03-08 07:00:00,BUY,2016.986,2002.754,2038.334,2052.566,0,0,0.6983391,0.89135438,0.86433065,0.23542839,0.30011982,0.12490273,0.44491577,0.00202335,0.0042152,0.00825262,10.33076191,0.48176599,1.0153445,0.81871033,0.33701819,0.65915889,8.17192745,4.57231855,0.96592581,-0.25881904,0.9749279,-0.22252093,0.80304003,1.0,0.0,0.66666669,0.42857143,0.75,1.0,0.0,0.0,1.0,0.0,0.4800131,0.2,0.2
2022-03-08 08:45:00,BUY,2006.751,1989.788,2032.196,2049.16,1,1,0.69260168,0.24373275,0.40122014,0.26017377,0.26568019,0.10824903,0.42847466,0.00340344,0.00422168,0.00879051,9.77701473,-0.25279281,1.20155644,0.81705648,0.32941389,0.65500551,7.05459881,3.56702685,0.86602539,-0.5,0.9749279,-0.22252093,0.92062801,1.0,0.0,0.66666669,0.5714286,0.75,1.0,0.0,0.0,0.0,0.0,0.80618179,0.16666667,0.2
2022-03-08 16:45:00,BUY,2056.971,2031.969,2094.474,2119.476,0,0,0.76949841,0.5259217,0.57387388,0.27694839,0.38501862,0.09753582,0.42049652,0.00569016,0.00628146,0.0108566,12.49349117,0.62850839,1.77267325,1.28706634,0.29038957,0.6154052,7.69196987,4.77468348,-0.86602539,-0.5,0.9749279,-0.22252093,1.07263196,1.0,0.0,0.5,0.5714286,1.0,0.0,0.0,0.0,1.0,0.0,0.90586597,0.2857143,0.40000001
2022-03-08 17:30:00,BUY,2037.494,2007.098,2083.089,2113.485,0,0,0.81902111,0.37266204,0.51411587,0.31982732,0.3365874,0.08453104,0.42049652,0.00731248,0.00708051,0.01096038,11.44012642,-0.31578085,2.16811919,1.41940975,0.29038957,0.6154052,6.81980228,3.90251565,-0.96592581,-0.25881904,0.9749279,-0.22252093,1.10131204,1.0,0.0,0.5,0.42857143,1.0,0.0,0.0,0.0,0.0,0.0,1.03276217,0.25,0.2
2022-03-09 12:00:00,SELL,2011.646,2030.644,1983.15,1964.152,1,1,0.40320966,0.53081709,0.53512758,0.33213601,0.08243483,0.31680688,0.40158039,0.00391769,0.00541177,0.01408616,9.91285419,-2.0,0.74406213,0.64741302,0.26543674,0.56772757,4.19702387,1.59563684,0.0,-1.0,0.43388373,-0.90096885,0.94415897,0.0,0.0,0.66666669,0.42857143,0.75,0.0,0.0,0.0,0.0,1.0,0.72391939,0.22222222,0.2
2022-03-10 11:00:00,SELL,1999.636,2014.547,1977.269,1962.358,1,1,0.53658009,0.80962968,0.7652238,0.20675237,0.28932256,0.1604535,0.33036581,0.00324959,0.0044547,0.01498909,9.16889477,-0.08482268,0.39927217,0.74724978,0.15057988,0.11189248,3.41661,0.99593294,0.25881904,-0.96592581,-0.43388373,-0.90096885,0.78978598,0.0,0.0,0.5,0.42857143,0.5,0.0,0.0,0.0,0.0,1.0,0.72947419,0.30000001,0.40000001
2022-03-11 14:00:00,SELL,1961.894,1977.824,1937.998,1922.068,0,0,0.28061685,0.33643317,0.48625308,0.32619029,0.07968142,0.26462838,0.31661704,0.00445026,0.00472674,0.01153714,7.03513336,-2.0,1.23865652,1.04206645,0.19689591,0.14664949,2.56991005,-0.59808928,-0.5,-0.86602539,-0.9749279,-0.22252093,1.186198,0.0,0.0,0.5,0.5714286,0.75,0.0,0.0,1.0,0.0,0.0,0.9415068,0.36363637,0.60000002
2022-03-14 02:00:00,SELL,1974.274,1990.859,1949.397,1932.812,1,1,0.41581154,0.46127123,0.4864293,0.28823626,0.07163586,0.17844664,0.36021894,0.0021405,0.00532026,0.00861857,7.53133249,-1.53029037,1.06717765,1.12015855,0.22539085,0.0672646,3.96558619,-0.1253636,0.5,0.86602539,0.7818315,0.6234898,1.17799997,0.0,0.0,0.66666669,0.42857143,0.75,0.0,0.0,0.0,0.0,1.0,0.4023298,0.33333334,0.40000001
